sample_example/nested.fa	7	2	0.000000
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	5	1	0.629032
sample_example/nested.fa	7	2	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	5	1	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	7	2	0.629032
sample_example/nested2.fa	15	2	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	15	2	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	3	1	0.629032
sample_example/nested.fa	15	2	0.629032
test/nested.fa	15	2	0.629032
test/nested.fa	3	1	0.629032
test/nested.fa	3	1	0.629032
test/nested.fa	15	2	0.629032
test/nested.fa	15	2	0.629032
